node,depth,gemma2-2b-it,llama3.2-3b-instruct
168,4.0,0.6320754716981132,0.36792452830188677
169,5.0,0.6370967741935484,0.3629032258064516
170,4.0,0.5464285714285715,0.45357142857142857
171,5.0,0.5132743362831859,0.48672566371681414
172,6.0,0.5087719298245614,0.49122807017543857
173,7.0,0.5272727272727273,0.4727272727272727
174,3.0,0.5332348596750369,0.4667651403249631
175,4.0,0.5941422594142259,0.40585774058577406
176,5.0,0.5892857142857143,0.4107142857142857
177,5.0,0.6160714285714286,0.38392857142857145
178,4.0,0.49056603773584906,0.5094339622641509
179,5.0,0.45783132530120485,0.5421686746987951
180,5.0,0.5263157894736843,0.47368421052631576
181,4.0,0.5053763440860215,0.4946236559139785
182,5.0,0.6,0.4
183,5.0,0.5416666666666667,0.4583333333333333
